PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Price
-2.6876500179932603,0.14417886499782123,0.9292127744529187,-0.8666347530601789,-0.5910842047162309,-2.143734331597518,-0.7794994002115609,0.13564949809319837,-0.05458072753479605,-0.778949487835282,-1.3579018113503103
0.2856412807902271,1.851394306932895,0.8751073225579974,0.029020665957050332,-1.020055556215323,1.203567681441391,-0.4507575992400979,0.6793441357990789,-1.5528816376595553,-0.0023132069102459623,0.05825812526827965
2.5017257485036457,-0.08059096338991197,1.6414921534656832,-0.8948644001135562,-0.36945996426608546,-0.05147823607426299,-1.2996582911546428,0.964288141238517,0.2101600145717421,0.2987146814746159,0.17586315881127013
-1.5153705978002754,0.6721136112465187,1.8595511564419933,1.6519448403362036,0.3296485293834131,1.4473646729944412,-1.0100814942617045,-0.39354327773424863,-0.27992284655803,-1.699220564579579,-1.2318412475888045
0.09452023515313987,0.1455008801411131,-0.32739917975214616,1.4217054063265289,0.2584110482433348,-2.39170429937397,-0.555106659526768,0.6134537071129194,0.06430193928012047,-0.15455893841932958,0.2964576809653063
3.109948040799702,-2.9592486452805264,-0.8049452155100177,0.07883571143375959,0.3647333326874048,-0.3882556802424359,-0.3020952534382327,-0.5775600527493259,0.3143435989501713,1.004247832309633,2.461600003712337
1.327426580556805,1.2679412406486623,0.14413273551627798,0.42104670473071204,0.09769251921124786,-0.7451882088987577,-0.06145531050545512,1.0246496456708303,0.49223696591336386,-0.4651319499990153,-0.19955433948223444
-1.124332584492524,1.4959468405212697,-0.7560393856709311,-0.0780197299721412,0.6309341154554453,-0.3048366877182171,-0.24417757773746757,0.09229821841935397,0.5292793915428541,0.9057128770891676,-0.7882052830797309
-2.4383038323726147,-1.0117592028596871,1.766629188884417,-0.3952116857991908,0.2703658986026395,-0.37051762276371303,-0.07438472159876301,-1.8453168330164622,0.10898976107606484,-0.24678710821442773,-0.7703294444786503
-2.880725430380031,-0.5127288155411812,-1.80394316405213,-0.5787742774972818,-0.30914871230939156,-0.9168925998504477,0.20720448992959192,-2.1024607792045864,-1.0174319137586507,-1.7244614714028481,-0.8427680191087555
-3.3067570900117538,0.6796284932690739,-0.25304339833229156,-0.2093077474555946,0.08197174639266018,-0.4621814604030056,-1.159105949857495,-0.6241751753216281,-0.242614288822219,-0.213353823824575,-1.301876593020907
1.084149013379252,2.333411917478999,0.7729063098454705,0.3043021554953906,0.08432198757412959,0.5410356969265134,0.16468031118584062,0.8226017383581737,0.9812256388930477,-0.5814194929855053,-0.7214843717876516
-2.870782453609992,-2.4124812220152134,-1.1643273387720163,-2.2308678191906735,0.2883773866104587,0.5333567506254203,0.6186093021101413,1.5098317486849326,0.25118904986065654,0.3020720602726256,-0.45162923248952946
