PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
-0.9970331392939557,-0.12663429334827442,1.4964469998883294,0.20476523183389814,-0.14440196132333977,1.578877063984127,0.6580424285965184,-0.318863153532253,-0.4822084751157151,-0.4928650642499118,-0.7627514346025587,-0.1643114800651323,0.8553100393986239,0.20515780035959352,-0.022137831238891247
-1.2231653533263838,0.8788821853062561,0.856958768443789,-1.6300969315575764,0.37913262883217186,-0.46495473189342806,-0.7963931889267425,-0.3391410898114377,-1.4942114639310635,0.2685275448048666,0.06985141745985612,0.4500926929100981,0.15141613887535332,-0.5332796782479826,-0.4808244886226319
-0.9144343164608609,2.2624154610902054,1.374422451245411,0.917381974055087,0.47044950452802287,0.892867080488242,0.010685416519964477,-0.35432309785767246,0.6154258841597686,0.016705345603073685,0.6641692889610032,0.3228766516215205,-0.8045773537401811,-0.010952489944029902,-0.14673095033947
-1.4294569907961057,0.20598150839312232,0.2976352310936938,-0.17651863524161146,0.223999689275939,-0.331463511547344,-1.5397063965626694,-0.25721997280190884,-0.2783591917569163,-1.3158961443721606,0.7788650772473494,0.34908375142232134,-0.1321480060014629,-0.15822163571995462,-0.13229678467463213
-2.5625642700501268,1.0182958070904946,0.24782596588753608,-0.06760550602645606,-1.0344532626230265,-0.021300791156609825,-0.1615416177739845,-1.5032854388460777,0.9526128110637242,2.276982266327592,0.47297117073436235,0.4627709660791251,0.3424988646315399,-0.15923349150234303,-0.20584916230725483
-1.2863454925208042,-2.282617297930023,0.9781794954910655,-0.6677929736189511,1.5350744707186041,0.04583723503369934,-0.3529404392756024,0.45418398820365635,-0.8883679829368111,0.4637165264701963,0.2592298697905568,-0.17743962275613095,1.0013011920632329,-0.421855314809735,-0.2824364971592581
-1.6633876210138643,-0.5027149494205346,-1.2278200303106284,-1.6282747543903937,-0.26745299738758205,1.5103550758796978,-0.5272098510989731,-1.0194709241828146,-0.892089807762224,-0.18880044691997935,1.235752289984173,0.07300302028270736,1.380174901163261,-0.40616082515041585,-0.3277725795715616
-1.7324788960507134,0.4621186698281615,-0.026768242016551473,-1.4538270050278794,0.7779352517663763,-1.3945198923043465,0.524684833747347,-0.1127581842491953,-0.6076213339124236,-0.9070920111698254,0.22769869620562763,0.06801861191253791,1.3852338652866982,1.2888028819191613,0.43573290118717006
-2.3274901052684673,1.116911299585722,0.9360283046052315,3.0670644032865537,0.8491650743621665,0.9565034866400748,-0.35180575356296084,-1.0292278258258978,0.16379661787231617,0.4702461409229189,-0.9776267994285216,-0.16042055206073433,0.17698322029666225,-0.30218061749072395,-0.2673935086055253
-1.0514450893193352,2.6745688472211566,-0.6484447886965934,1.1282824995182927,-0.04290347263624709,-0.6942229594186285,-0.6509629709726371,0.7363525987690971,-0.33714098501925827,1.0040304270900788,0.3767950993253395,0.31449750458936165,1.375896670590629,-0.098766704680569,0.31108345457059733
-1.2441557925051872,1.2337814788118457,0.9577260416558667,-0.07967130221516991,1.0240870277670289,1.613942022434416,0.21589494232971188,0.9822849476783232,1.4088806249659709,0.755576065504991,1.6318503633958625,-0.9147554795974756,0.3307283840312553,-0.09103537079579009,-0.2078678768072182
-1.3967424453110775,0.13798012050326608,-1.4495497847357444,0.21362468720045094,1.8163141439371124,-0.5925868975931186,1.6841406846964149,1.023053106986501,0.7854521308375197,-1.9458031632097927,-0.3113504932404327,-0.21603321019568636,0.08919665347549367,0.26545374306845465,-0.00926898498314682
-1.9605700450409573,-0.38622093308202715,0.9409450553550156,-0.4732073524199413,-0.22903399885162976,-0.5667689136213291,0.8803227365284003,-1.4523471457098858,-0.1042640357854513,-0.3814580906705816,0.38608806410138097,-0.09928170374190161,-0.5629941426015294,0.2170210267252576,0.08465783804949388
-1.885802815906943,0.8047816398720775,0.3670472139506463,-0.17236460313205756,-1.3993051370945147,0.27971674505990834,-0.024333592982472868,2.1130993836973704,0.28901803308534246,-1.132395975882357,0.8703234682333164,-0.24691497826687056,-0.06431619742634721,-0.02461856335739372,-0.11600028537124903
-1.2301331449670811,0.8218136815872052,0.8934412357176423,-0.9907498628317245,1.5897111531648391,-1.0941848763198896,1.6314548506694113,-0.5578077608808903,-0.14871469352800326,0.024487811526711326,-0.20212023235631493,0.06502405106089282,-0.9394802628355216,-0.00031032619398619314,0.42045231055365234
-0.9252900969180311,1.6693902298443006,2.2167335820455962,-0.3426384077973123,1.28747672284526,0.3170586949874632,0.03770474881328728,0.499694738029397,1.5503253980658491,0.25783041523781675,0.28187399082528025,0.1821064400946404,-0.2745178409914135,-0.23482553612721455,-0.21126913983868353
-1.1769239102513103,0.6717093467144319,-0.5696746139164776,-1.0581015960955638,-1.949322376562214,-0.3109222895097744,0.08828301260199305,0.012213638062702183,1.0396004747882974,0.09541064889276199,0.33370843098254754,0.5935523217021123,0.6307308642242355,-0.08881544165190432,-0.3458653616391238
